,pathway,c_index,roc_auc_score
18,GO_APICAL_PROTEIN_LOCALIZATION,0.5467489551948683,0.5733401430030642
19,GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,0.5321216833511517,0.5731358529111339
20,GO_FOREBRAIN_NEURON_DEVELOPMENT,0.5429099037807367,0.6008171603677221
21,GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,0.544270580231315,0.5546475995914197
22,GO_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,0.5505880066089999,0.6302349336057201
23,GO_MITOTIC_CYTOKINESIS,0.529691903975119,0.5734422880490295
24,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.5196812129458646,0.5404494382022472
25,GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.545679852269414,0.6185903983656792
26,GO_CYTOPLASMIC_TRANSLATION,0.5197784041209058,0.5104187946884576
27,GO_MEIOTIC_CHROMOSOME_SEGREGATION,0.5300320730877637,0.5684371807967313
28,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.5495674992710662,0.5825331971399388
29,GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,0.5590436388375936,0.5682328907048008
30,GO_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS,0.5560793079988338,0.5987742594484168
31,GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.5530177859850326,0.5929519918283963
32,GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.5418408008552823,0.612053115423902
33,GO_DENDRITE_DEVELOPMENT,0.539653999416853,0.5862104187946884
34,GO_REGULATION_OF_RESPIRATORY_BURST,0.5015064632131403,0.5446373850868232
35,GO_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION,0.5302750510253669,0.5720122574055159
36,GO_MEMORY,0.5501020507337934,0.5882533197139939
37,GO_NEURON_DEVELOPMENT,0.5471377198950336,0.5908069458631255
38,GO_REGULATION_OF_GOLGI_ORGANIZATION,0.50223539702595,0.5405515832482125
39,GO_ENDOTHELIAL_CELL_DEVELOPMENT,0.5201671688210711,0.575485188968335
40,GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.5211876761590047,0.5814096016343206
41,GO_REGULATION_OF_CELL_ACTIVATION,0.5697346680921372,0.6188968335035749
42,GO_MULTICELLULAR_ORGANISM_AGING,0.5293031392749539,0.5664964249233913
43,GO_ATP_DEPENDENT_CHROMATIN_REMODELING,0.5180289629701623,0.5511746680286005
44,GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,0.5486441831081738,0.5892747701736465
45,GO_ION_TRANSPORT,0.562202352026436,0.6059244126659857
46,GO_LIPID_MODIFICATION,0.552386043347264,0.6094994892747702
47,GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,0.5279424628243755,0.5704800817160368
48,GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION,0.5472349110700748,0.5831460674157303
49,GO_ACYLGLYCEROL_HOMEOSTASIS,0.5150160365438818,0.5358529111338101
50,GO_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.521430654096608,0.6210418794688458
51,GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,0.547915249295364,0.5946884576098059
52,GO_HEMOGLOBIN_METABOLIC_PROCESS,0.5385848964913986,0.5161389172625128
53,GO_SINGLE_FERTILIZATION,0.5345028671396638,0.6082737487231868
54,GO_LEUKOCYTE_ACTIVATION,0.5592866167751969,0.5894790602655771
55,GO_CHROMOSOME_ORGANIZATION,0.5546214403732141,0.5861082737487233
56,GO_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION,0.5245893672854505,0.5760980592441266
57,GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,0.5310525804256974,0.6040858018386108
58,GO_SYNAPTIC_VESICLE_LOCALIZATION,0.5533093595101565,0.595097037793667
59,GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.5457770434444552,0.6087844739530133
60,GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.5529691903975119,0.5916241062308477
61,GO_ESTABLISHMENT_OF_SPINDLE_ORIENTATION,0.569345903391972,0.5794688457609806
62,GO_METANEPHRIC_NEPHRON_MORPHOGENESIS,0.5221595879094179,0.5409601634320735
63,GO_GLYCERALDEHYDE_3_PHOSPHATE_METABOLIC_PROCESS,0.5159393527067743,0.5165474974463738
64,GO_RESPONSE_TO_UV_C,0.5296433083875984,0.5764044943820225
65,GO_CARBOHYDRATE_CATABOLIC_PROCESS,0.5524832345223054,0.6504596527068437
66,GO_DENTATE_GYRUS_DEVELOPMENT,0.5301778598503256,0.5708886618998978
67,GO_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT,0.5227427349596656,0.5685393258426967
68,GO_LABYRINTHINE_LAYER_DEVELOPMENT,0.5242977937603266,0.5763023493360573
69,GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION,0.5400913597045388,0.5785495403472931
70,GO_NEUROLOGICAL_SYSTEM_PROCESS,0.5641947711147828,0.6182839632277836
71,GO_NEURONAL_STEM_CELL_DIVISION,0.5171056468072699,0.5242083758937691
72,GO_CERAMIDE_CATABOLIC_PROCESS,0.514287102731072,0.5465781409601634
73,GO_EXCRETION,0.5482068228204879,0.5615934627170582
74,GO_DIGESTION,0.5401885508795802,0.6036772216547498
75,GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.5463601904947031,0.5583248212461696
76,GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.5380017494411508,0.5929519918283963
77,GO_HINDBRAIN_DEVELOPMENT,0.5440761978812324,0.5867211440245148
78,GO_OLIGOSACCHARIDE_METABOLIC_PROCESS,0.5609874623384197,0.6119509703779367
79,GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.5178831762076004,0.5354443309499489
80,GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST,0.5143356983185927,0.5509703779366701
81,GO_CHROMOSOME_SEGREGATION,0.5501020507337934,0.5853932584269662
82,GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.5390222567790844,0.5531154239019407
83,GO_ETHER_METABOLIC_PROCESS,0.5132665953931383,0.5220633299284986
84,GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.5391680435416464,0.5564862104187946
85,GO_CYTOKINE_METABOLIC_PROCESS,0.5466031684323064,0.617364657814096
86,GO_ANTEROGRADE_AXONAL_TRANSPORT,0.5389250656040432,0.5570990806945862
87,GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.5200213820585091,0.5395301327885598
88,GO_STEROID_BIOSYNTHETIC_PROCESS,0.5415492273301584,0.5599591419816138
89,GO_ALDITOL_PHOSPHATE_METABOLIC_PROCESS,0.5601127417630479,0.5878447395301328
90,GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT,0.5294975216250365,0.5617977528089887
91,GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.5381961317912334,0.5706843718079674
92,GO_REGULATION_OF_INTERFERON_BETA_PRODUCTION,0.5125862571678491,0.5343207354443309
93,GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.5240548158227233,0.5736465781409601
94,GO_N_GLYCAN_PROCESSING,0.5517057051219749,0.5606741573033708
95,GO_INORGANIC_ION_IMPORT_INTO_CELL,0.5448051316940422,0.5741573033707865
96,GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT,0.5075323160657013,0.5579162410623084
97,GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,0.5419379920303237,0.5497446373850867
98,GO_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY,0.5235202643599961,0.5602655771195096
99,GO_MEMBRANE_DEPOLARIZATION,0.5676936534162698,0.6174668028600613
100,GO_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION,0.5308096024880941,0.5758937691521961
101,GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.5340169112644572,0.592849846782431
102,GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.5256098746233842,0.5613891726251277
103,GO_REGULATION_OF_LYASE_ACTIVITY,0.5303236466128876,0.6186925434116446
104,GO_RESPONSE_TO_NITROGEN_COMPOUND,0.5580717270871804,0.6031664964249235
105,GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.5349888230148703,0.6031664964249234
106,GO_REGULATION_OF_DNA_RECOMBINATION,0.5377101759160269,0.5363636363636364
107,GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.5561279035863543,0.5776302349336058
108,GO_RESPONSE_TO_ETHANOL,0.5578773447370978,0.6274770173646578
109,GO_SULFUR_COMPOUND_METABOLIC_PROCESS,0.5553017785985033,0.622267620020429
110,GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN,0.48551851491884535,0.5132788559754852
111,GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT,0.5610846535134609,0.6355464759959143
112,GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,0.522839926134707,0.5705822267620021
113,GO_POSITIVE_REGULATION_OF_DNA_REPLICATION,0.5551559918359413,0.6206332992849847
114,GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.5527748080474293,0.6159346271705822
115,GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,0.5383419185537953,0.5768130745658835
116,GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT,0.5156477791816503,0.5328907048008172
117,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.519049470308096,0.5684371807967312
118,GO_NUCLEOTIDE_PHOSPHORYLATION,0.5318301098260277,0.5993871297242084
119,GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.5357177568276801,0.627170582226762
120,GO_GLUTAMATE_SECRETION,0.5571484109242881,0.6166496424923391
121,GO_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.5192924482456993,0.5317671092951992
122,GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING,0.5608416755758577,0.5910112359550562
123,GO_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS,0.5601613373505686,0.6146067415730337
124,GO_REGULATION_OF_VASCULOGENESIS,0.5321216833511517,0.5410623084780387
125,GO_LENS_FIBER_CELL_DIFFERENTIATION,0.5415978229176791,0.6182839632277835
126,GO_SENSORY_PERCEPTION,0.5629312858392458,0.6141981613891727
127,GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,0.5446107493439596,0.5859039836567926
128,GO_FATTY_ACID_CATABOLIC_PROCESS,0.5376129847409855,0.5189989785495404
129,GO_REGULATION_OF_VESICLE_FUSION,0.5621051608513947,0.596629213483146
130,GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS,0.5131208086305763,0.5300306435137896
131,GO_REGULATION_OF_LIPID_STORAGE,0.5576829623870153,0.6115423901940755
132,GO_CARBOHYDRATE_TRANSPORT,0.5488871610457771,0.5885597548518898
133,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.5467489551948683,0.6191011235955055
134,GO_EMBRYONIC_HEMOPOIESIS,0.5424239479055302,0.5179775280898876
135,GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,0.5473806978326368,0.6103166496424922
136,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.5779959179706483,0.5866189989785495
137,GO_RESPONSE_TO_IONIZING_RADIATION,0.5426183302556128,0.5545454545454546
138,GO_PROTEIN_EXPORT_FROM_NUCLEUS,0.5342598892020605,0.5602655771195096
139,GO_EPITHELIUM_DEVELOPMENT,0.5415492273301584,0.5927477017364657
140,GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION,0.514432889493634,0.5638406537282941
141,GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS,0.5222081834969384,0.5722165474974464
142,GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT,0.5160365438818155,0.583758937691522
143,GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON,0.5121488968801633,0.47732379979570994
144,GO_NUCLEAR_ENVELOPE_REASSEMBLY,0.5134123821557003,0.543003064351379
145,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.5178345806200797,0.5700715015321757
146,GO_REGULATION_OF_AUTOPHAGY,0.5605015064632132,0.6034729315628192
147,GO_PHOSPHOLIPID_METABOLIC_PROCESS,0.5562736903489163,0.5982635342185904
148,GO_AMMONIUM_ION_METABOLIC_PROCESS,0.5542812712605696,0.6033707865168539
149,GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,0.5443191758188356,0.5299284984678243
150,GO_NCRNA_CATABOLIC_PROCESS,0.5308096024880941,0.5415730337078652
151,GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.5442219846437943,0.5350357507660879
152,GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.5271649334240451,0.5269662921348314
153,GO_REGULATION_OF_PROTEIN_ACTIVATION_CASCADE,0.5246379628729712,0.553932584269663
154,GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,0.5316357274759452,0.5484167517875383
155,GO_REGULATION_OF_RNA_STABILITY,0.5174944115074351,0.5538304392236977
156,GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION,0.5435902420060259,0.5930541368743616
157,GO_REGULATION_OF_CELL_MATURATION,0.5349402274273496,0.5967313585291114
158,GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.5458256390319759,0.5852911133810009
159,GO_MAMMARY_GLAND_MORPHOGENESIS,0.5089415881038002,0.5974463738508682
160,GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,0.5534551462727184,0.549846782431052
161,GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.530955389250656,0.5710929519918284
162,GO_URETER_DEVELOPMENT,0.5212848673340461,0.5443309499489275
163,GO_BODY_MORPHOGENESIS,0.5335309553892507,0.5820224719101124
164,GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,0.5353775877150355,0.5448416751787538
165,GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,0.4965983088735543,0.5512768130745658
166,GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.546797550782389,0.5630234933605719
167,GO_PROTEIN_ACTIVATION_CASCADE,0.5553989697735445,0.5484167517875383
168,GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,0.5689085431042862,0.6147088866189989
169,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,0.507143551365536,0.5406537282941778
170,GO_REGULATION_OF_COLLATERAL_SPROUTING,0.5248809408105743,0.5865168539325842
171,GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,0.5400427641170181,0.566802860061287
172,GO_NEURON_RECOGNITION,0.5395568082418116,0.5425944841675178
173,GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,0.5299348819127223,0.6157303370786518
174,GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.5432014773058607,0.5906026557711951
175,GO_RESPONSE_TO_AMMONIUM_ION,0.5403343376421421,0.6040858018386108
176,GO_REGULATION_OF_INTERLEUKIN_5_PRODUCTION,0.5512197492467684,0.5937691521961186
177,GO_REGULATION_OF_GLUCOSE_IMPORT,0.4979103897366119,0.5355464759959142
178,GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS,0.5564194771114783,0.6250255362614914
179,GO_PINOCYTOSIS,0.5247351540480124,0.5639427987742596
180,GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.5386334920789192,0.5778345250255363
181,GO_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS,0.5023325882009914,0.5073544433094995
182,GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS,0.546797550782389,0.5868232890704801
183,GO_LUNG_EPITHELIUM_DEVELOPMENT,0.5328020215764409,0.5767109295199182
184,GO_METENCEPHALON_DEVELOPMENT,0.5464573816697443,0.5850868232890705
185,GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY,0.5258042569734668,0.5799795709908069
186,GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.5311983671882593,0.5378958120531154
187,GO_CELLULAR_RESPONSE_TO_VIRUS,0.5379045582661094,0.6113381001021451
188,GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY,0.516814073282146,0.5168539325842697
189,GO_RESPIRATORY_GASEOUS_EXCHANGE,0.5267761687238799,0.5389172625127681
190,GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.5588978520750316,0.5986721144024515
191,GO_AMINO_ACID_ACTIVATION,0.5086986101661969,0.5003064351378957
192,GO_DENDRITIC_CELL_DIFFERENTIATION,0.5409660802799106,0.5632277834525026
193,GO_NATURAL_KILLER_CELL_DIFFERENTIATION,0.5324618524637963,0.5652706843718079
194,GO_BONE_TRABECULA_MORPHOGENESIS,0.5171056468072699,0.5751787538304394
195,GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.5499562639712314,0.5357507660878448
196,GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.5500534551462727,0.5921348314606742
197,GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.5389250656040432,0.5776302349336058
198,GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,0.5314899407133832,0.5976506639427988
199,GO_MUSCLE_TISSUE_DEVELOPMENT,0.5582175138497425,0.6232890704800818
200,GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,0.507143551365536,0.5723186925434116
201,GO_ACID_SECRETION,0.5712897268927981,0.621859039836568
202,GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.5372242200408203,0.5127681307456589
203,GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,0.545534065506852,0.5831460674157303
204,GO_REGULATION_OF_PROTEIN_BINDING,0.5613276314510642,0.5917262512768131
205,GO_CARDIAC_SEPTUM_DEVELOPMENT,0.5400427641170181,0.5810010214504596
206,GO_REGULATION_OF_ICOSANOID_SECRETION,0.5225483526095831,0.5637385086823289
207,GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.5368840509281757,0.57170582226762
208,GO_REGULATION_OF_HISTONE_METHYLATION,0.5232772864223928,0.6021450459652706
209,GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION,0.5321702789386724,0.5846782431052094
210,GO_ANTIMICROBIAL_HUMORAL_RESPONSE,0.5232772864223928,0.5230847803881512
211,GO_EPIDERMIS_MORPHOGENESIS,0.4935367868597531,0.54341164453524
212,GO_INTERMEDIATE_FILAMENT_BASED_PROCESS,0.49076683837107593,0.5655771195097037
213,GO_COGNITION,0.5527748080474293,0.607967313585291
214,GO_RESPONSE_TO_ZINC_ION,0.5070949557780153,0.5701736465781408
215,GO_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,0.5277966760618136,0.5706843718079674
216,GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM,0.5388764700165225,0.572114402451481
217,GO_AXIS_SPECIFICATION,0.5213334629215667,0.5930541368743616
218,GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,0.5508795801341239,0.5894790602655771
219,GO_CELL_PART_MORPHOGENESIS,0.5468461463699096,0.5784473953013278
220,GO_PIGMENT_GRANULE_LOCALIZATION,0.51190591894256,0.5292134831460674
221,GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,0.5351832053649529,0.6579162410623085
222,GO_RESPONSE_TO_ORGANOPHOSPHORUS,0.5426183302556128,0.5878447395301327
223,GO_AXO_DENDRITIC_TRANSPORT,0.5662357857906503,0.5821246169560775
224,GO_SINGLE_ORGANISM_MEMBRANE_FUSION,0.543979006706191,0.5830439223697651
225,GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.552677616872388,0.5885597548518897
226,GO_SKELETAL_MUSCLE_TISSUE_REGENERATION,0.5202157644085917,0.5820224719101124
227,GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.5262416172611527,0.5367722165474974
228,GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.5183691320828069,0.5575076608784474
229,GO_ORGAN_REGENERATION,0.5306638157255321,0.54341164453524
230,GO_GLAND_MORPHOGENESIS,0.5324618524637963,0.5987742594484168
231,GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.5053455146272718,0.5669050051072523
232,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN,0.5218680143842939,0.5822267620020428
233,GO_RIBOSOME_BIOGENESIS,0.5787734473709787,0.6065372829417773
234,GO_B_CELL_HOMEOSTASIS,0.5264845951987559,0.542288049029622
235,GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.5382447273787541,0.5390194075587333
236,GO_SINGLE_ORGANISM_BEHAVIOR,0.5551559918359413,0.6195097037793666
237,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,0.5090387792788414,0.5609805924412666
238,GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS,0.5421809699679269,0.5801838610827375
239,GO_MRNA_SPLICE_SITE_SELECTION,0.5139955292059482,0.5368743615934627
240,GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,0.5042764117018175,0.48784473953013274
241,GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,0.5589950432500729,0.605311542390194
242,GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.5242977937603266,0.5901940755873339
243,GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,0.5273593157741278,0.5704800817160368
244,GO_DENDRITIC_CELL_MIGRATION,0.5343084847895812,0.5632277834525026
245,GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,0.5413062493925551,0.574361593462717
246,GO_LYSOSOMAL_TRANSPORT,0.5545242491981728,0.5980592441266599
247,GO_CELLULAR_CATABOLIC_PROCESS,0.5672562931285839,0.6195097037793666
248,GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,0.5498590727961901,0.6251276813074566
249,GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,0.5330935951015647,0.6278855975485189
250,GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.5583633006123044,0.6303370786516854
251,GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.5277480804742929,0.5660878447395301
252,GO_MUSCLE_ORGAN_DEVELOPMENT,0.5613276314510642,0.6257405515832482
253,GO_POSITIVE_REGULATION_OF_HEMOPOIESIS,0.5517543007094956,0.5805924412665986
254,GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,0.508115463115949,0.5166496424923391
255,GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,0.5424239479055302,0.6012257405515833
256,GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,0.5484983963456118,0.612768130745659
257,GO_CELLULAR_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR_STIMULUS,0.5267761687238799,0.566394279877426
258,GO_LEUKOCYTE_DEGRANULATION,0.5072407425405773,0.5057201225740552
259,GO_MYELOID_CELL_HOMEOSTASIS,0.5513655360093304,0.604596527068437
260,GO_REGULATION_OF_BLOOD_PRESSURE,0.5551073962484206,0.612461695607763
261,GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,0.5207989114588395,0.5632277834525025
262,GO_RESPONSE_TO_ELECTRICAL_STIMULUS,0.5322674701137137,0.5275791624106231
